ï»¿ID,Target,Tweet,Stance
"
798",Legalization of Abortion,baby die chance none die choice semst,AGAINST
"
799",Legalization of Abortion,barontrader dynamochen margret sanger looking little rough semst,NONE
"
800",Legalization of Abortion,monk hobbit back twitter catholic semst,NONE
"
801",Legalization of Abortion,bureslynn sallykohn cofemale kohn also anti human right anti social justice anti peace pro violence semst,NONE
"
802",Legalization of Abortion,wonder antichoice ever wonder pregnant teen denied accurate sexed could one cure cancer semst,FAVOR
"
803",Legalization of Abortion,today great alive semst,NONE
"
804",Legalization of Abortion,meamhere going happen lw rw many difference foreignpolicy healthcarelegislation economics semst,NONE
"
805",Legalization of Abortion,fungirl part repent wen u commit grave act like murder baby u abort ur baby yes repent hell eternity semst,AGAINST
"
806",Legalization of Abortion,helping achieve repro justice step time abfunds love compassion abortionrights nnaf semst,FAVOR
"
807",Legalization of Abortion,lifesite right pre born woman right alllivesmatter equalrights semst,AGAINST
"
808",Legalization of Abortion,nosilentsprings even worse place make medical decision people mybodymychoice notyours notgovt semst,FAVOR
"
809",Legalization of Abortion,thejournal ie sad done woman need semst,NONE
"
810",Legalization of Abortion,liberal say need tolerance say screw tolerating murder abortionkills toleranceisdeath semst,AGAINST
"
811",Legalization of Abortion,rather horrible discussion tim hallan reminder long way go humanrights healthcare semst,NONE
"
812",Legalization of Abortion,prowomanchoice laurawrpie jaxlesigh r human e u abuse misinformation woman n u kill baby semst,AGAINST
"
813",Legalization of Abortion,buhayipaglaban laurawrpie jaxlesigh like said glad medical procedure around pregnant people stay healthy semst,NONE
"
814",Legalization of Abortion,buhayipaglaban laurawrpie every time discus prolife reaffirms belief antichoice complete idiot semst,FAVOR
"
815",Legalization of Abortion,laurawrpie prowomanchoice real question u even research side effect abortion contraceptive knowyourfacts semst,AGAINST
"
816",Legalization of Abortion,watch censorship news medium politicalrevolution immigration rednationrising constitution corruptmedia semst,NONE
"
817",Legalization of Abortion,antichoice never try police men sex punishing woman put frenzy semst,FAVOR
"
818",Legalization of Abortion,anti choice law effect woman people care thing effect men semst,FAVOR
"
819",Legalization of Abortion,knowj kalenjordan benmarks magetalk ashamed say favor enc banning enc module semst,NONE
"
820",Legalization of Abortion,showtruth made illegal people would use coat hanger photo would really messed letdoctorsdoit semst,FAVOR
"
821",Legalization of Abortion,abortion genocide think know genocide mean ygk semst,AGAINST
"
822",Legalization of Abortion,pro life law effect woman anti choicers fine law law hurting female semst,FAVOR
"
823",Legalization of Abortion,fetus living breathing born sentient autonomous pregnant woman choice matter semst,FAVOR
"
824",Legalization of Abortion,case rape semst,FAVOR
"
825",Legalization of Abortion,woman heartbreaking letter father baby aborted sorry lifenews please pray men hurt abortion semst,AGAINST
"
826",Legalization of Abortion,kingstonpolice showtruth freedom expression mean display pornography public semst,NONE
"
827",Legalization of Abortion,kind scared elderly country year aborting americathesocialist semst,AGAINST
"
828",Legalization of Abortion,fyi whoopi goldberg feminist hero six abortion womenagainstfeminism semst,AGAINST
"
829",Legalization of Abortion,obama administration sends million dollar semst,NONE
"
830",Legalization of Abortion,dangerous place child hand isi terrorist almost inside mother womb middleamerica semst,AGAINST
"
831",Legalization of Abortion,showtruth handle truth people always matter law letdoctorsdoit semst,FAVOR
"
832",Legalization of Abortion,people think ok get abortion fuck wrong mom aborted sick fuck semst,AGAINST
"
833",Legalization of Abortion,jessielosch thing safe alive abortion every abortion go intended leaf dead semst,AGAINST
"
834",Legalization of Abortion,andyswan lol know schoolprayer govtendorsementofheterosexualmarriage semst,NONE
"
835",Legalization of Abortion,jonathaaswift tomadams alive human conception earlier phase life continuum chooseliferacer semst,AGAINST
"
836",Legalization of Abortion,uterus choice conception really simple fem gen yesallwomen semst,FAVOR
"
837",Legalization of Abortion,c german heaven goal life conquest socialmedia technology catholic semst,AGAINST
"
838",Legalization of Abortion,pro choice pro life anti choice anti life play righteous advocating endangerment woman womensrights semst,FAVOR
"
839",Legalization of Abortion,pro life ignore life pregnant woman includes physical mental health isprolife semst,FAVOR
"
840",Legalization of Abortion,marcmaron amyschumer juddapatow triceratops tricerabottom arethosehornsyourewearing semst,NONE
"
841",Legalization of Abortion,paigeymadisonn something hate people believe abortion kept safe sterile semst,FAVOR
"
842",Legalization of Abortion,would rather woman taking dangerous concoction induce abortion know getting safe legal one semst,FAVOR
"
843",Legalization of Abortion,cody fulk ntfem brettzawesome actually child murder far worse day live savage time semst,AGAINST
"
844",Legalization of Abortion,johntory since toronto become weak city bullied stone age cab company block traffic illegally uber semst,NONE
"
845",Legalization of Abortion,denounceharper refusing include family planning foreign aid even though spending could save wheresthefp semst,FAVOR
"
846",Legalization of Abortion,looking forward protest today long hope sign kingston protester semst,AGAINST
"
847",Legalization of Abortion,rt guyforchrist god author life nobody right take semst,AGAINST
"
848",Legalization of Abortion,teen pregnancy rate declined percent teen birth rate percent semst,NONE
"
849",Legalization of Abortion,praise report two baby savedone dallas tx charlotte nc put forth effort prayer miracle happen semst,AGAINST
"
850",Legalization of Abortion,wbcbowie ny pastor need call state senator stop barbaric bill istorture semst,AGAINST
"
851",Legalization of Abortion,berniesanders men one got preganant would non issue america bernie womensrights solidarity semst,FAVOR
"
852",Legalization of Abortion,dear proaborts using bad grammar filthy language intimidation make look ignorant inept desperate godwins semst,AGAINST
"
853",Legalization of Abortion,good thing live kingston woulda started riot pro life protest semst,FAVOR
"
854",Legalization of Abortion,must love neighbor made image god object love saint vincent de paul semst,AGAINST
"
855",Legalization of Abortion,notmuchelse purely physical enjoyment responsibility attached semst,NONE
"
856",Legalization of Abortion,eilistweets surprised poll sponsored biased amnestyireland always going give pro abortion result repealthe th semst,AGAINST
"
857",Legalization of Abortion,notmuchelse accepting love child arising union marriage least taking responsibility life created semst,AGAINST
"
858",Legalization of Abortion,living pub isnt good friend turn alcoholic jbrowne refresher smurf noonewillunderstand semst,NONE
"
859",Legalization of Abortion,think thousand thing important keith olbermann sanctuarycities irsscandal benghazi bergdahl usdebt semst,NONE
"
860",Legalization of Abortion,notmuchelse make sure udon get pregnant kill child mom responsible child life semst,AGAINST
"
861",Legalization of Abortion,woman outgrown common housewife stigma long ago semst,NONE
"
862",Legalization of Abortion,djred view alllivesmatter prebornlivesmatter abortionisviolence whyi mnotvotingforhillary semst,AGAINST
"
863",Legalization of Abortion,pro choice choose kill baby born semst,AGAINST
"
864",Legalization of Abortion,populationcontrol controlling incoming generation demographicwinter epicfail philippine rhlaw semst,AGAINST
"
865",Legalization of Abortion,snarck snarky hack put ordinary folk dare question pontifical commentary semst,NONE
"
866",Legalization of Abortion,dear america ultrasound picture could evoke emotional response lifeisprecious semst,AGAINST
"
867",Legalization of Abortion,volunteer outside abortion clinic abortion bcs enough u join u semst,AGAINST
"
868",Legalization of Abortion,hdr top set warm area huddscriterium chilling chatting gabzcullaigh racing topriders semst,NONE
"
869",Legalization of Abortion,buhayipaglaban blown right past whole woman stopped dying rvw thing prolifelie hashtagitall semst,AGAINST
"
870",Legalization of Abortion,gbpstaff meet press admitted pro choice even late term partial birth abortion sick semst,AGAINST
"
871",Legalization of Abortion,great thy mercy toward thou hast delivered soul evil place amen christian semst,AGAINST
"
872",Legalization of Abortion,notmuchelse le child birth one continuum life semst,AGAINST
"
873",Legalization of Abortion,dems lack compassion unborn baby receive prenatal diagnosis appalling theyfeelpain semst,AGAINST
"
874",Legalization of Abortion,prayer baby three baby urgent need prayer intervention dallas tx another montgomery al semst,AGAINST
"
875",Legalization of Abortion,notmuchelse new human individual formed conception full complement human chromosome unique individual dna alive semst,AGAINST
"
876",Legalization of Abortion,fyi unborn baby diagnosed disability womb feel pain much baby without diagnosis theyfeelpain semst,AGAINST
"
877",Legalization of Abortion,corasherlock m c case promising happening court asked adjudicate claim repealthe th semst,AGAINST
"
878",Legalization of Abortion,asked protester u fund mom yes announced dt hamont yo ppl noabortion ppl wth picz pay yo kid semst,AGAINST
"
879",Legalization of Abortion,congrats friend sbalist wrtl commitment getting pain capable act passed wiright theyfeelpain semst,AGAINST
"
880",Legalization of Abortion,hillaryclinton gop whole party backwards idea immigration votingrights womensright civilrights healthcare dapa semst,AGAINST
"
881",Legalization of Abortion,planned parenthood protest fitchburg today image lady america catholic semst,AGAINST
"
882",Legalization of Abortion,notmuchelse get pregnant make sure get pregnant kill child chooseliferacer semst,AGAINST
"
883",Legalization of Abortion,nazi holocaust survivor say abortion america holocaust sibylle heidrich von campe holocaust semst,AGAINST
"
884",Legalization of Abortion,jaxlesigh evidence prof morbidity mortality rate legal abortion r lot higher dan carrying pregnancy term teen semst,AGAINST
"
885",Legalization of Abortion,lord jesus touch life saving power heal restore fullnessof life semst,AGAINST
"
886",Legalization of Abortion,hail mary full grace lord luke semst,AGAINST
"
887",Legalization of Abortion,say support woman right abortion semst,AGAINST
"
888",Legalization of Abortion,rt randforeman easy pro choice especially one getting skull crushed semst,AGAINST
"
889",Legalization of Abortion,childrenscentre uk stay play session young single parent childcare parenting semst,AGAINST
"
890",Legalization of Abortion,libertybleeds every one congress attend abortion procedure especially partial birth vote ccot tcot semst,AGAINST
"
891",Legalization of Abortion,ricksantorum believe life begin conception know life begin conception nrlc semst,AGAINST
"
892",Legalization of Abortion,formed womb knew born set apart jeremiah godislove youareloved semst,AGAINST
"
893",Legalization of Abortion,democrat tore confederateflag get rid kkk blackpanthers alsharpton hate semst,NONE
"
894",Legalization of Abortion,baby human support prolife movement semst,AGAINST
"
895",Legalization of Abortion,showtruth truly unwelcome please leave ygk semst,NONE
"
896",Legalization of Abortion,democrat never say sorry slavery segregation kkk semst,NONE
"
897",Legalization of Abortion,ubiquity aaron hamm well said men playing political football woman right control body fail semst,FAVOR
"
898",Legalization of Abortion,toby dorena pregnant people heartbeat feeling ability make decision health semst,FAVOR
"
899",Legalization of Abortion,laurawrpie protect informing hiv acquired sex even wen using condom high risk acquiring teen semst,NONE
"
900",Legalization of Abortion,laurawrpie u call teen hu got pregnant even ingesting contraceptive success chaste girl get pregnant semst,AGAINST
"
901",Legalization of Abortion,drottm curious mary meat eater animal hide wearer semst,NONE
"
902",Legalization of Abortion,gaz dance good like always semst,NONE
"
903",Legalization of Abortion,beauty morning seems ruined knowing abortion clinic open soon another day life lost ppact friend semst,AGAINST
"
904",Legalization of Abortion,metalheadmonty tom six followed watched human centipede hope never make another film semst,NONE
"
905",Legalization of Abortion,avenges blood remembers ignore cry afflicted p comequicklylordjesus semst,AGAINST
"
906",Legalization of Abortion,al robertson mom duckdynasty chose life unwed year old semst,AGAINST
"
907",Atheism,dear lord thank u ur blessing forgive sin lord give strength energy busy day ahead blessed hope semst,AGAINST
"
908",Atheism,blessed peacemaker shall called child god matthew scripture peace semst,AGAINST
"
909",Atheism,salah prayed focus understanding allah warns lazy prayer done show surah al maoon semst,AGAINST
"
910",Atheism,stay house display like time ignorance quran islam semst,AGAINST
"
911",Atheism,unsure whether something halal haram leave safeguard deen rule semst,AGAINST
"
912",Atheism,wow unsubstantiated claim spook remember whe said gullible people jvx semst,NONE
"
913",Atheism,best best treat woman best people woman prophet mohammad pbuh islam semst,AGAINST
"
914",Atheism,rt prayerbullets let righteousness peace joy kingdom established life rom semst,AGAINST
"
915",Atheism,stop hold peace allow powerful god time fight battle win believe truth hope butgod semst,AGAINST
"
916",Atheism,faith see invisible belief incredible receives impossible god semst,AGAINST
"
917",Atheism,prophet muhammad said exchange gift increase love towards one another islam world quran semst,AGAINST
"
918",Atheism,ax n halcyondon tag good luck separationofchurchandstate ting gwg gfyh semst,NONE
"
919",Atheism,celebrity atheism beginning irk initforthemoney semst,AGAINST
"
920",Atheism,heaven earth one connected entity separated havemade water every living thing quran semst,AGAINST
"
921",Atheism,could believe god please leave meeting continue grown ups semst,FAVOR
"
922",Atheism,pop may throw towel second half semst,NONE
"
923",Atheism,devil enemy mind battleground play josh ricketson rush rushswag semst,AGAINST
"
924",Atheism,odds already stacked favor believe lord call savior semst,AGAINST
"
925",Atheism,come scientific discovery religious call bullshit text already knew semst,FAVOR
"
926",Atheism,look others envy look god focus calling become dream kingdom sized dream focus semst,AGAINST
"
927",Atheism,feel need god love desire god truth love semst,AGAINST
"
928",Atheism,cause making definite mark never stop think semst,NONE
"
929",Atheism,holy mary mother god pray u sinner hour death amen rosary teamjesus god semst,AGAINST
"
930",Atheism,holy mary mother god pray u sinner hour death amen rosary teamjesus god semst,AGAINST
"
931",Atheism,see natural stop god getting ready release supernatual semst,AGAINST
"
932",Atheism,faithreei love kind dog carry baby home dump see photo hero semst,NONE
"
933",Atheism,better go get ball semst,NONE
"
934",Atheism,life question islam answe islam allah quran semst,AGAINST
"
935",Atheism,rt jeremysumpter thank lord beautiful sunday truly blessed blessed church jeremysumpter love happines semst,AGAINST
"
936",Atheism,remove bitterness heart lord amen semst,AGAINST
"
937",Atheism,sometimes god could protecting something thing go way want trust wisdom semst,AGAINST
"
938",Atheism,faith perseverance hardwork separate dreamer achiever godfirst actorslife dancer letswork vision work semst,AGAINST
"
939",Atheism,god comprehensive selective ask thing get everything lovemyjesus holycrapthatsgoodnews semst,AGAINST
"
940",Atheism,love show mercy matter darkness semst,AGAINST
"
941",Atheism,kingdom particular culture way thing ed welch semst,NONE
"
942",Atheism,matter face end day know okay know maker day happynote semst,AGAINST
"
943",Atheism,way get free atheist literature pas upcoming protest planning ffrf semst,FAVOR
"
944",Atheism,evidence based thought work better superstition based thought freethinker semst,FAVOR
"
945",Atheism,musical seizure cool evidence god implying semst,FAVOR
"
946",Atheism,heaven created might indeed expander quran semst,AGAINST
"
947",Atheism,worst day life far setting nan rest even physicist time like make wonder semst,NONE
"
948",Atheism,shout almighty god two claim without proof semst,FAVOR
"
949",Atheism,atheistrepublic morality come innate sense response suffering atheist humanrights semst,FAVOR
"
950",Atheism,matter going thru assure somewhere world somebody x worse bethankful hope semst,NONE
"
951",Atheism,dear believer prove book must read book regard semst,FAVOR
"
952",Atheism,lord spirit wherever spirit lord freedom corinthian nlt freedom semst,AGAINST
"
953",Atheism,true community able disagree still love one another roadtolife semst,NONE
"
954",Atheism,watched scfeatured segment life manny pacquiao teampacquiao already would respect semst,NONE
"
955",Atheism,strength life lord semst,AGAINST
"
956",Atheism,plan gotta willing work hard seek semst,AGAINST
"
957",Atheism,god never give u anything handle either victory lesson amazing day inspiration believe semst,AGAINST
"
958",Atheism,god invest anointing life going bless gotfaith sayyes semst,AGAINST
"
959",Atheism,latikia seangillies yeah right lol wink wink nudge nudge greatest part god playing along religiondoesharm semst,FAVOR
"
960",Atheism,god given u spirit fear timidity power love self discipline timothy fearless conqueror god semst,AGAINST
"
961",Atheism,sexiest thing carry right bible accessory christian semst,AGAINST
"
962",Atheism,dw english even death truth prevails yet sorrowful reality freethinker semst,FAVOR
"
963",Atheism,allow accuser accuse washed cleansed blood lamb rev semst,AGAINST
"
964",Atheism,richarddawkins likely real bigfoot loch ness monster god semst,FAVOR
"
965",Atheism,alot angry people world peace love semst,NONE
"
966",Atheism,want become steadfast religion ponder upon qur one best mean acquire steadfastness semst,AGAINST
"
967",Atheism,rt rosaryrevival holy mary mother god pray u sinner hour death amen rosary semst,AGAINST
"
968",Atheism,breaking police hooligan challenge everyone police must right frustration criminal face black white semst,NONE
"
969",Atheism,cover girl make lack deficiency foundation see blend perfectly semst,NONE
"
970",Atheism,every time arrive home n constant awe much god love family better ur love life blessed semst,AGAINST
"
971",Atheism,created heaven earth mere play quran athiest semst,AGAINST
"
972",Atheism,time posturing pretending pontificating time baltimore baltimoreriots semst,NONE
"
973",Atheism,appreciate almighty god waking diz beautiful day giving brilliant idea grow hustle semst,AGAINST
"
974",Atheism,kip laughing shed tear bt know gonna hpn end childofgod semst,AGAINST
"
975",Atheism,allow life potter iamtheclay iamisthepotter god belief christianity semst,AGAINST
"
976",Atheism,many doctrine created christian could save face truth theology semst,FAVOR
"
977",Atheism,love sahaba sign faith hating sahaba sign hypocrisy let u respect sahaba love hypocrisy semst,AGAINST
"
978",Atheism,holy mary mother god pray u sinner hour death amen rosary teamjesus semst,AGAINST
"
979",Atheism,evidence based thought foot planted ground superstition based thought freethinker semst,FAVOR
"
980",Atheism,think life believe god add semst,FAVOR
"
981",Atheism,two kind people earth believe magic miracle myth oh rational regard semst,FAVOR
"
982",Atheism,esteem abandon u esteem given u jesus scott saul evangelistmatt esteem semst,AGAINST
"
983",Atheism,purpose life islam providing clear concise answer question islam semst,AGAINST
"
984",Atheism,know god always listening always answering maybe way hoped way know best prayerworks semst,AGAINST
"
985",Atheism,neiltyson afraid wrong stronger fight avoid facing fact belief based fear compound semst,FAVOR
"
986",Atheism,every tree known fruit thorn men gather fig bramble bush gather grape luke semst,AGAINST
"
987",Atheism,imagine living life get credit everything well got blame everything wrong semst,NONE
"
988",Atheism,laur guuurl alittle cup yougotit semst,NONE
"
989",Atheism,necessity mother innovation deen complete need innovation islam semst,AGAINST
"
990",Atheism,heart prayer go city baltimore hope clarity resolution people city semst,AGAINST
"
991",Atheism,bind rebuke demon jihad name jesus semst,AGAINST
"
992",Atheism,nagging doubt keep god god testing u intellect trying tell belief bullshit semst,FAVOR
"
993",Atheism,lk kjv judge ye shall judged condemn ye shall condemned semst,AGAINST
"
994",Atheism,eternal life may know true god jesus christ sent john god semst,AGAINST
"
995",Atheism,tonymiano thecorruptorr scam people money selling word fear claim none interesting semst,NONE
"
996",Atheism,nothing could dangerous existence republic introduce religion politics robert green ingersoll semst,FAVOR
"
997",Atheism,today verse hears hears reject reject jesus luke bornagain teamcogic bible holyspirit semst,AGAINST
"
998",Atheism,god miraculous miracle impossible god impossible logic reason science rt semst,FAVOR
"
999",Atheism,faithful god pray may learn trust uncertainty mystery walking water toward semst,AGAINST
"
1000",Atheism,let heart find strength presence semst,AGAINST
"
1001",Atheism,done everything god step cannot islam semst,AGAINST
"
1002",Atheism,people may leave god never islam semst,AGAINST
"
1003",Atheism,stand equality fairness humanrights logic rational thought freedom freedomofspeech care semst,NONE
"
1004",Atheism,fool dy want wisdom word mouth feed many prov semst,AGAINST
"
1005",Atheism,christ righteous practice conformed image chip ingram quote fb teamjesus semst,AGAINST
"
1006",Atheism,sikhism better either finish religion saimarani beinghu maheshhindu po st swamy semst,FAVOR
"
1007",Atheism,think jesus said best said cum peter bible semst,FAVOR
"
1008",Atheism,theist big mountain evidence god think ever fucking hear word faith bible god semst,FAVOR
"
1009",Atheism,want government spying want god bible god tcot p semst,AGAINST
"
1010",Atheism,god ensures justice orphan widow god love stranger providing food clothing deut giving semst,AGAINST
"
1011",Atheism,rt goldanuli god interested becoming bible semst,AGAINST
"
1012",Atheism,ali al amin lebanon shia leader rejected iran regime conduct w semst,NONE
"
1013",Atheism,ha ha ha ha varun gandhi great grand son nehru love hindu brahmin ancestry chameleon swamy semst,NONE
"
1014",Atheism,regularly base thought superstition might able think well freethinker semst,FAVOR
"
1015",Atheism,cannot expect walk supernatural without one supernatural lethimin dontdoministryalone waterwalker boom semst,AGAINST
"
1016",Atheism,zubair ibn awwam accepted islam age dedicated life protecting promoting blessedten semst,AGAINST
"
1017",Atheism,robeddy nurseratchets athe stp wer certainly matthew john eyewitness liar lyingforjesus semst,FAVOR
"
1018",Atheism,one favorite quote time change thought change world norman vincent peale positivity semst,NONE
"
1019",Atheism,connection word impossible walking king glory semst,AGAINST
"
1020",Atheism,seek nothing god always put right place right time semst,AGAINST
"
1021",Atheism,fatima ze ginestarros delight abomination isaiah jadehelm science revelation semst,AGAINST
"
1022",Atheism,humanity deeper race gender religion love love inv life humanity race sex gender semst,NONE
"
1023",Atheism,adore woman lord making wow forevergrateful beingme thisiswhoiwasmeanttobeallalong free semst,AGAINST
"
1024",Atheism,struggling identity real christian need look christ identity destiny tweeter semst,AGAINST
"
1025",Atheism,rt prayerbullets let scepter kingdom released heb semst,AGAINST
"
1026",Atheism,rt prayerbullets let gate life city opened king glory come p semst,AGAINST
"
1027",Atheism,let u offer jesus continual sacrafice praise god proclaiming allegiance name hebrew nlt god semst,AGAINST
"
1028",Atheism,beware prosperity doctrine greed vanity deception greed vanity truth wisdom semst,NONE
"
1029",Atheism,pontifex think scandalous woman make le men work woman priest catholic vatican semst,NONE
"
1030",Atheism,jesus want love persecute bring violence love love theword truth love peace semst,AGAINST
"
1031",Atheism,religious people people bigoted genitalia mutilating angry gullible people semst,FAVOR
"
1032",Atheism,desire reach star ambitious desire reach heart wise maya angelou wisdom truth semst,NONE
"
1033",Atheism,potus sweet congratulation rational decision semst,NONE
"
1034",Atheism,therefore confess sin pray may healed james men accountability god semst,AGAINST
"
1035",Atheism,indifferent child starving desert connected semst,NONE
"
1036",Atheism,criticise religion path pretentious get throne peace worldpeace semst,AGAINST
"
1037",Atheism,push pain feel today dream worth powerthrough nodaysoff semst,NONE
"
1038",Atheism,never get busy making living forget make life life semst,NONE
"
1039",Atheism,religious leader like political leader say think people want hear freethinker semst,FAVOR
"
1040",Atheism,mary sorrowful mother christian pray u catholic semst,AGAINST
"
1041",Atheism,questiontime amber rudd joke trying much espouse thatcherism greece band aid help human semst,NONE
"
1042",Atheism,prayertime call friday access code prayforcharleston prayforusa atlprayer thelifeline semst,AGAINST
"
1043",Atheism,rt prayerbullets lord bless latter end beginning job semst,AGAINST
"
1044",Atheism,rt smarfreedom pray orphan northkorea year found homeless teamjesustweeters semst,AGAINST
"
1045",Atheism,god hold u close give u courage let go need semst,AGAINST
"
1046",Atheism,oppression poor sighing needy arise psalm bible god semst,AGAINST
"
1047",Atheism,michaelshermer praying ignorance god loving matter requires honesty must conserve h drought semst,FAVOR
"
1048",Atheism,rt chasenme ye light world city set hill cannot hid matthew shine belight semst,AGAINST
"
1049",Atheism,julievila almost end homeschool curriculum semst,NONE
"
1050",Atheism,one lay foundation one laid foundation christ semst,AGAINST
"
1051",Atheism,indigenous would lose madhesi da current trend constitution making continues hachhethu identity federalism semst,NONE
"
1052",Atheism,looking seed would stand identity forever hachhethu federalism identity semst,NONE
"
1053",Atheism,dwell peaceful habitation secure dwelling quiet resting place isa semst,AGAINST
"
1054",Atheism,given way made fact still living dare wear face lyrictweet semst,NONE
"
1055",Atheism,wordsporns thecomedyhumor rather go hell worship image created white semst,FAVOR
"
1056",Atheism,rozrothstein answer israel palestine problem singlesecularstate huge emphasis semst,NONE
"
1057",Atheism,therefore iwilllook unto thelord iwill wait god salvation godwillhear micah tcot pjnet ccot semst,AGAINST
"
1058",Atheism,rt nikeadeyemi faithfulness actually mean full faith beyond service commitment heart shld full faith rwatl semst,AGAINST
"
1059",Atheism,bind cast every spirit desert owl fox dragon hyena vulture name jesus isa semst,AGAINST
"
1060",Atheism,countless die race die self inflicted genocide kuwait shunpoliticalislam semst,NONE
"
1061",Atheism,rt maggieardiente humanist love everyone aeuassembly celebrating ethicalunion th anniversary amazing ethicalcu semst,NONE
"
1062",Atheism,happened world attack france tunisia kuwait kill dozen ramadan shameless semst,NONE
"
1063",Atheism,never dismayed future america today forgotten begin freedom semst,NONE
"
1064",Atheism,really really bad week bigot lgbt equality nondiscrimination semst,NONE
"
1065",Atheism,know surprised usa ireland action gay right lgbt usa ireland semst,NONE
"
1066",Atheism,terrible day elsewhere president obama beautiful inspiring word gay marriage welcome equality hope semst,NONE
"
1067",Atheism,whitehouse potus imagine religion god loving one another unconditionally matter wtg usa lovewins semst,FAVOR
"
1068",Atheism,country finally moving beyond outdated religious definition marriage royspeckhardt americnhumanist marriage semst,FAVOR
"
1069",Atheism,let get scotus rule god currency violates establishment clause freethinker semst,FAVOR
"
1070",Atheism,country always legal act illegal according god law keep eye service real judge semst,AGAINST
"
1071",Atheism,idc bible say constitution say take shove right back came theocracy semst,FAVOR
"
1072",Atheism,today day finally join free nation celebrating equality long overdue lovewins semst,NONE
"
1073",Atheism,win health care win love good two day semst,NONE
"
1074",Atheism,fruity pebble might perfect breakfast today lovewins loveislove scotusmarriage loveneverfails pride semst,NONE
"
1075",Atheism,big muah everyone america lovewins marriageequality semst,NONE
"
1076",Atheism,proud u let keep momentum going make progress lovewins semst,NONE
"
1077",Atheism,nothing god everything human freethinker lovewins semst,FAVOR
"
1078",Atheism,end come diversity semst,NONE
"
1079",Atheism,today make really happy one step closer full equality america semst,NONE
"
1080",Atheism,know given audience event god talk president obama speech jar lot semst,FAVOR
"
1081",Atheism,strong wise full knowledge prov semst,AGAINST
"
1082",Atheism,graveyard owned local authority available people religion none semst,NONE
"
1083",Atheism,defend rise p semst,AGAINST
"
1084",Atheism,atheism involves person believe agnosticism involves person know waterford semst,NONE
"
1085",Atheism,one kill old one newly born life humanity semst,NONE
"
1086",Atheism,govmikehuckabee read article tripoli treaty pres john adam make clear america christian nation semst,FAVOR
"
1087",Atheism,supreme court grant something make anything equal equality like anything else matter heart semst,NONE
"
1088",Atheism,today glad one reason proud country live lovewins lgbt scotus freedom semst,NONE
"
1089",Atheism,choosetobfree xfranman nbcnews thomas jefferson george washington believe afterlife thomas paine atheist semst,FAVOR
"
1090",Atheism,imagine amazing world would without religion war hate religion wise extremist semst,FAVOR
"
1091",Atheism,choosetobfree xfranman read book burning bush maybe learn something lovewins semst,FAVOR
"
1092",Atheism,xfranman old age made wiser mature shame semst,NONE
"
1093",Atheism,people need love acceptance lot need advice bob goff inspiring quote lovedoes love christian semst,AGAINST
"
1094",Atheism,sensed summons journey spirituality semst,AGAINST
"
1095",Atheism,sagar wadekar spirituality sensed summons journey spirituality semst,AGAINST
"
1096",Atheism,wbcsaysrepent feel evil hompohobic hypocritical lying bunch lunatic lost god lost love semst,FAVOR
"
1097",Atheism,come every circle limitation affliction jesus name solutionnight goodthing semst,AGAINST
"
1098",Atheism,thebriefcase ignorant fanatical piece shit glorified television disgusting semst,NONE
"
1099",Atheism,excited scotus ruled favor marriageequaility lovewins semst,NONE
"
1100",Atheism,humanist canada stand u supreme court ruling favor marriage equality lovewins loveislove marriageequaility semst,NONE
"
1101",Atheism,columbiahonraasrisri yet country bharat value srisri contribution co semst,NONE
"
1102",Atheism,came today god always plan trust godisgood semst,AGAINST
"
1103",Atheism,get one job charlotte good semst,NONE
"
1104",Atheism,irenesconcierge doubt day two libyan soldier raped guy england training mission semst,NONE
"
1105",Atheism,holy mary mother god pray u sinner hour death amen rosary teamjesus semst,AGAINST
"
1106",Atheism,thankful another day awesome life god given u peace thankful goodfather abundant joy life goodness semst,AGAINST
"
1107",Atheism,stick postcode want go god set satnav onhow get davegilpin hopecity destiny semst,AGAINST
"
1108",Atheism,gregabbott tx god mine oh wait one lovewins semst,FAVOR
"
1109",Atheism,fear suspected deliver jesus catholic semst,AGAINST
"
1110",Atheism,need go back root get closer nature simplelife liveeasy foodforall goslow semst,NONE
"
1111",Atheism,never give beautiful fucker optimism motivationaldemotivational semst,NONE
"
1112",Atheism,exodus shall god shall make image form anything semst,AGAINST
"
1113",Atheism,mercy lifted broken road may live greater purpose semst,AGAINST
"
1114",Atheism,patrickclare alberta could receive abstinence misinfo shame public school forced pray abed semst,FAVOR
"
1115",Atheism,fear lord strong confidence child place refuge proverb semst,AGAINST
"
1116",Atheism,reason crazy crazy trying damn guess crazy human semst,NONE
"
1117",Atheism,god good praise go semst,AGAINST
"
1118",Atheism,happy camper competency autonomy mastery purpose engagement relationship create well meaning aeuassembly semst,NONE
"
1119",Atheism,christian defined absence sin presence repentance gospel project gospel semst,AGAINST
"
1120",Atheism,nothing lie beyond reach prayer except lie outside god unknown quote teamjesus semst,AGAINST
"
1121",Atheism,people keep asking going vicar much scared might actually happen christianvocations theology help semst,AGAINST
"
1122",Atheism,fallacy cease fallacy become fashion g k chesterton trend fad fashion temporal semst,NONE
"
1123",Atheism,religious leader pay depends convincing pile superstition actually true freethinker semst,FAVOR
"
1124",Atheism,never get old hear christian lead others ultimate love hope disciple share gospel jesuschangeseverything semst,AGAINST
"
1125",Atheism,see people day question god work thing believe question semst,AGAINST
